Poskytovateľ,Dataset,Počet stiahnutí,Rok
Ministerstvo vnútra SR,Zmenová dávka č. 13313703,29,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13313722,24,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13313741,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13316373,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13316496,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13319757,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13319883,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13319890,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13323777,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13323904,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13323912,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13326056,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13327694,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13329249,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13334024,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13334052,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13334065,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13334100,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13338192,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13338210,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13338222,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13341761,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13341909,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13341917,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13345941,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13346064,23,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13346083,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13349400,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13349539,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13349548,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13351822,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13351940,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13353383,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13358989,24,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13359014,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13359033,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13359060,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13363542,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13363670,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13363686,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13363695,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368416,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368551,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368560,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368567,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368695,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368761,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368814,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368850,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13368912,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369029,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369215,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369359,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369459,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369522,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369640,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369700,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369756,87,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13369851,22,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13370034,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13370169,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13370291,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13370359,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13370529,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13374163,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13376715,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13376807,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13376854,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13376914,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377062,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377220,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377421,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377459,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377521,3,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377547,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377582,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377618,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377644,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377682,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377716,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377764,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377810,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377863,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377913,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13377980,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13378019,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13378058,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13378089,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13378196,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13378255,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13379174,23,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13381989,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13382121,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13384708,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13384845,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13386732,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13388343,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13389911,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13392573,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13392591,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13395390,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13395419,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398379,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398514,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398663,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398714,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398738,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398767,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398816,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13398919,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13399109,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13399180,20,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13399455,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13399772,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13400114,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13400404,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13400641,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13400726,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13400903,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13401034,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13401191,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13401296,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13401385,22,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13401565,20,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13401614,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13401665,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13402739,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13404931,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13406511,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13408143,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13410795,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13410934,20,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13413405,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13413573,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13413735,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13413860,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13413933,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414053,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414113,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414150,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414209,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414627,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414726,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414819,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13414920,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13415818,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13418357,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13418494,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13419848,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13421342,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13424178,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13426246,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13428596,20,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13433972,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13433993,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13434015,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13434046,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13434503,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13436158,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13437717,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13439930,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440003,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440021,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440044,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440074,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440117,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440190,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440244,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440332,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440391,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440442,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440488,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440515,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440549,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440632,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440685,2,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440718,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440741,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440776,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440801,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440845,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13440885,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13441005,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13441060,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13441135,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13441197,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13441229,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13441249,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13445389,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13450258,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13450287,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13450322,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13451240,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13452791,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480597,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480660,21,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480680,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480698,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480719,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480737,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480754,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480776,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480793,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480811,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13480846,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13481519,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13483089,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13485269,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13487663,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13490594,21,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13490602,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13492831,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13494747,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13496370,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13500536,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13500553,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13500578,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13500689,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13507373,4,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13507431,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13507453,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13511819,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13511854,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13511867,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13511933,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13512664,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13514256,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13515842,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13518890,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13518896,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13521199,23,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13523603,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13525554,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13527361,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13528961,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13530512,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13532357,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13532711,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13532778,5,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13541133,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13541138,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13541143,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13542550,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13544764,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13547013,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13549432,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13551594,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13553215,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13554808,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13556947,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13559365,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13561440,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13563844,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13565658,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13567075,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13568512,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13570395,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13572466,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13574707,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13576644,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13578434,21,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13583156,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13584622,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13587029,21,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13589001,6,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13590858,17,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13592341,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13595827,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13597921,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13600678,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13600680,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13604089,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13604093,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13606171,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13609062,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13612329,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13612388,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13612461,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13612493,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13617515,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13617519,12,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13620253,11,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13620258,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13623065,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13623069,22,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13624826,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13626463,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13628050,7,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13631862,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13631865,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13631869,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13634146,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13636325,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13638407,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13641171,13,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13641174,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13642791,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13644351,16,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13647455,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13647458,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13649559,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13651826,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13654410,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13654413,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13656278,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13657895,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13659464,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13661510,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13663762,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13666104,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13668420,22,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13670385,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13673514,9,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13675444,14,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13677544,10,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13680390,19,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13680393,18,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13682536,15,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13684442,8,2023
Ministerstvo vnútra SR,Zmenová dávka č. 13686033,8,2023
